datetime,city,temperature,wind_speed,humidity,cloud_cover,pressure,cooling_degree,low_wind_flag
2023-04-18 08:00:00,Bangalore,30.66,3.76,25.13,0.23,91.96,5.66,0
2023-04-18 09:00:00,Bangalore,33.53,4.37,18.25,0.19,91.95,8.530000000000001,0
2023-04-18 10:00:00,Bangalore,35.4,4.6,15.53,0.14,91.9,10.399999999999999,0
2023-04-18 11:00:00,Bangalore,36.84,4.72,13.86,0.09,91.8,11.840000000000003,0
2023-04-18 12:00:00,Bangalore,37.79,4.67,12.86,0.05,91.69,12.79,0
2023-04-18 13:00:00,Bangalore,38.16,4.53,12.42,0.0,91.59,13.159999999999997,0
2023-04-18 14:00:00,Bangalore,37.95,4.51,12.46,0.05,91.52,12.950000000000003,0
2023-04-18 15:00:00,Bangalore,37.2,4.6,12.95,0.1,91.48,12.200000000000003,0
2023-04-18 16:00:00,Bangalore,35.95,4.79,13.92,0.16,91.5,10.950000000000003,0
2023-04-18 17:00:00,Bangalore,33.05,3.55,17.31,0.21,91.57,8.049999999999997,0
2023-04-18 18:00:00,Bangalore,29.32,3.56,22.57,0.26,91.65,4.32,0
2023-04-18 19:00:00,Bangalore,28.52,4.35,24.04,0.31,91.74,3.5199999999999996,0
2023-04-18 20:00:00,Bangalore,27.84,5.37,26.12,0.37,91.8,2.84,0
2023-04-18 21:00:00,Bangalore,26.91,5.84,30.11,0.42,91.85,1.9100000000000001,0
2023-04-18 22:00:00,Bangalore,25.85,5.51,36.32,0.42,91.86,0.8500000000000014,0
2023-04-18 23:00:00,Bangalore,24.65,4.43,44.39,0.42,91.81,0.0,0
2023-04-19 00:00:00,Bangalore,23.26,3.14,53.02,0.42,91.74,0.0,0
2023-04-19 01:00:00,Bangalore,22.18,2.62,59.51,0.24,91.68,0.0,0
2023-04-19 02:00:00,Bangalore,21.37,2.47,63.81,0.06,91.63,0.0,0
2023-04-19 03:00:00,Bangalore,20.69,2.44,67.01,0.42,91.62,0.0,0
2023-04-19 04:00:00,Bangalore,20.09,2.45,69.8,0.42,91.65,0.0,0
2023-04-19 05:00:00,Bangalore,19.62,2.44,72.03,0.73,91.69,0.0,0
2023-04-19 06:00:00,Bangalore,22.3,3.01,61.5,1.05,91.75,0.0,0
2023-04-19 07:00:00,Bangalore,26.23,3.7,46.87,1.36,91.81,1.2300000000000004,0
2023-04-19 08:00:00,Bangalore,30.18,3.15,31.07,1.68,91.82,5.18,0
2023-04-19 09:00:00,Bangalore,33.17,2.57,21.93,1.99,91.78,8.170000000000002,0
2023-04-19 10:00:00,Bangalore,35.35,2.47,17.27,2.31,91.71,10.350000000000001,0
2023-04-19 11:00:00,Bangalore,36.87,2.59,14.96,2.62,91.61,11.869999999999997,0
2023-04-19 12:00:00,Bangalore,37.82,2.75,13.86,6.35,91.5,12.82,0
2023-04-19 13:00:00,Bangalore,38.21,2.92,13.44,5.27,91.38,13.21,0
2023-04-19 14:00:00,Bangalore,38.07,3.13,13.38,4.43,91.29,13.07,0
2023-04-19 15:00:00,Bangalore,37.4,3.34,13.66,4.64,91.24,12.399999999999999,0
2023-04-19 16:00:00,Bangalore,36.2,3.54,14.56,3.51,91.24,11.200000000000003,0
2023-04-19 17:00:00,Bangalore,33.34,2.63,18.49,2.38,91.29,8.340000000000003,0
2023-04-19 18:00:00,Bangalore,29.62,2.93,24.08,1.26,91.36,4.620000000000001,0
2023-04-19 19:00:00,Bangalore,28.54,3.12,25.8,0.42,91.43,3.539999999999999,0
2023-04-19 20:00:00,Bangalore,27.61,3.25,27.85,1.26,91.49,2.6099999999999994,0
2023-04-19 21:00:00,Bangalore,26.81,3.41,30.02,0.84,91.53,1.8099999999999987,0
2023-04-19 22:00:00,Bangalore,26.08,3.6,32.59,0.42,91.52,1.0799999999999983,0
2023-04-19 23:00:00,Bangalore,25.41,3.81,35.78,2.09,91.49,0.41000000000000014,0
2023-04-20 00:00:00,Bangalore,24.78,4.1,40.01,1.26,91.43,0.0,0
2023-04-20 01:00:00,Bangalore,24.16,4.29,45.26,4.04,91.38,0.0,0
2023-04-20 02:00:00,Bangalore,23.45,3.82,51.35,3.25,91.36,0.0,0
2023-04-20 03:00:00,Bangalore,22.65,2.91,57.64,2.46,91.37,0.0,0
2023-04-20 04:00:00,Bangalore,21.95,2.35,62.86,1.67,91.4,0.0,0
2023-04-20 05:00:00,Bangalore,21.45,2.14,66.89,1.61,91.46,0.0,0
2023-04-20 06:00:00,Bangalore,23.5,2.91,61.45,1.55,91.52,0.0,0
2023-04-20 07:00:00,Bangalore,26.96,3.11,50.59,1.49,91.59,1.9600000000000009,0
2023-04-20 08:00:00,Bangalore,30.39,2.51,38.87,1.43,91.62,5.390000000000001,0
2023-04-20 09:00:00,Bangalore,33.0,1.54,30.37,1.37,91.6,8.0,1
2023-04-20 10:00:00,Bangalore,35.04,0.65,23.87,1.32,91.54,10.04,1
2023-04-20 11:00:00,Bangalore,36.61,0.56,19.96,1.26,91.45,11.61,1
2023-04-20 12:00:00,Bangalore,37.57,0.77,18.0,10.57,91.34,12.57,1
2023-04-20 13:00:00,Bangalore,38.02,1.02,17.13,10.25,91.22,13.020000000000003,1
2023-04-20 14:00:00,Bangalore,37.96,1.15,16.7,17.69,91.13,12.96,1
2023-04-20 15:00:00,Bangalore,37.42,1.25,16.74,13.26,91.07,12.420000000000002,1
2023-04-20 16:00:00,Bangalore,36.33,1.45,17.5,24.7,91.06,11.329999999999998,1
2023-04-20 17:00:00,Bangalore,34.23,1.43,21.32,31.63,91.1,9.229999999999997,1
2023-04-20 18:00:00,Bangalore,31.76,1.76,26.06,45.2,91.16,6.760000000000002,1
2023-04-20 19:00:00,Bangalore,30.96,2.09,27.16,31.84,91.23,5.960000000000001,0
2023-04-20 20:00:00,Bangalore,30.19,2.35,29.01,37.54,91.29,5.190000000000001,0
2023-04-20 21:00:00,Bangalore,29.54,2.73,31.22,30.52,91.33,4.539999999999999,0
2023-04-20 22:00:00,Bangalore,29.16,3.34,33.49,51.86,91.35,4.16,0
2023-04-20 23:00:00,Bangalore,28.77,3.92,36.3,58.14,91.33,3.7699999999999996,0
2023-04-21 00:00:00,Bangalore,28.18,3.6,39.61,58.55,91.3,3.1799999999999997,0
2023-04-21 01:00:00,Bangalore,27.48,3.1,43.02,0.1,91.27,2.4800000000000004,0
2023-04-21 02:00:00,Bangalore,26.39,2.2,47.74,39.31,91.24,1.3900000000000006,0
2023-04-21 03:00:00,Bangalore,25.15,2.02,53.74,30.12,91.25,0.14999999999999858,0
2023-04-21 04:00:00,Bangalore,24.4,1.94,58.13,16.31,91.31,0.0,1
2023-04-21 05:00:00,Bangalore,23.79,1.88,62.39,15.58,91.36,0.0,1
2023-04-21 06:00:00,Bangalore,25.55,2.97,58.15,14.39,91.43,0.5500000000000007,0
2023-04-21 07:00:00,Bangalore,28.33,3.27,48.49,16.39,91.5,3.3299999999999983,0
2023-04-21 08:00:00,Bangalore,31.39,2.51,38.32,15.99,91.54,6.390000000000001,0
2023-04-21 09:00:00,Bangalore,33.8,1.69,32.27,11.81,91.53,8.799999999999997,1
2023-04-21 10:00:00,Bangalore,35.56,1.21,28.73,9.47,91.48,10.560000000000002,1
2023-04-21 11:00:00,Bangalore,36.55,0.92,26.62,5.55,91.39,11.549999999999997,1
2023-04-21 12:00:00,Bangalore,36.54,0.85,25.99,33.29,91.3,11.54,1
2023-04-21 13:00:00,Bangalore,36.53,0.86,25.7,36.17,91.21,11.530000000000001,1
2023-04-21 14:00:00,Bangalore,35.62,0.77,26.7,31.21,91.15,10.619999999999997,1
2023-04-21 15:00:00,Bangalore,34.24,1.14,28.63,62.2,91.15,9.240000000000002,1
2023-04-21 16:00:00,Bangalore,33.19,2.08,30.68,73.05,91.18,8.189999999999998,0
2023-04-21 17:00:00,Bangalore,31.8,3.02,34.03,86.61,91.25,6.800000000000001,0
2023-04-21 18:00:00,Bangalore,30.4,3.96,38.49,97.57,91.33,5.399999999999999,0
2023-04-21 19:00:00,Bangalore,29.26,4.94,42.88,94.28,91.41,4.260000000000002,0
2023-04-21 20:00:00,Bangalore,28.33,5.46,46.37,74.52,91.47,3.3299999999999983,0
2023-04-21 21:00:00,Bangalore,27.66,5.43,49.01,60.98,91.5,2.66,0
2023-04-21 22:00:00,Bangalore,27.14,5.06,51.37,54.66,91.49,2.1400000000000006,0
2023-04-21 23:00:00,Bangalore,26.65,4.56,53.72,33.58,91.45,1.6499999999999986,0
2023-04-22 00:00:00,Bangalore,26.22,4.18,55.65,53.13,91.39,1.2199999999999989,0
2023-04-22 01:00:00,Bangalore,25.81,3.75,57.51,39.36,91.33,0.8099999999999987,0
2023-04-22 02:00:00,Bangalore,25.41,3.31,59.56,35.15,91.28,0.41000000000000014,0
2023-04-22 03:00:00,Bangalore,25.1,3.02,61.35,50.1,91.28,0.10000000000000142,0
2023-04-22 04:00:00,Bangalore,24.86,2.72,63.1,54.01,91.34,0.0,0
2023-04-22 05:00:00,Bangalore,24.66,2.43,65.12,42.72,91.41,0.0,0
2023-04-22 06:00:00,Bangalore,25.15,2.84,66.06,24.74,91.49,0.14999999999999858,0
2023-04-22 07:00:00,Bangalore,27.08,2.64,58.59,13.16,91.58,2.0799999999999983,0
2023-04-22 08:00:00,Bangalore,29.88,1.71,45.87,12.18,91.63,4.879999999999999,1
2023-04-22 09:00:00,Bangalore,32.17,1.17,37.7,1.26,91.62,7.170000000000002,1
2023-04-22 10:00:00,Bangalore,33.77,1.12,33.19,1.26,91.56,8.770000000000003,1
2023-04-22 11:00:00,Bangalore,34.72,1.05,30.62,10.87,91.47,9.719999999999999,1
2023-04-22 12:00:00,Bangalore,35.2,0.93,29.09,35.41,91.36,10.200000000000003,1
2023-04-22 13:00:00,Bangalore,35.41,0.88,27.97,53.42,91.26,10.409999999999997,1
2023-04-22 14:00:00,Bangalore,34.87,1.15,28.2,66.75,91.2,9.869999999999997,1
2023-04-22 15:00:00,Bangalore,33.97,1.51,29.54,74.95,91.19,8.969999999999999,1
2023-04-22 16:00:00,Bangalore,33.07,1.85,31.24,77.96,91.21,8.07,1
2023-04-22 17:00:00,Bangalore,31.94,1.83,34.6,83.7,91.27,6.940000000000001,1
2023-04-22 18:00:00,Bangalore,30.55,1.54,42.03,85.8,91.35,5.550000000000001,1
2023-04-22 19:00:00,Bangalore,29.78,1.95,43.93,95.61,91.42,4.780000000000001,1
2023-04-22 20:00:00,Bangalore,28.98,2.63,45.95,94.15,91.46,3.9800000000000004,0
2023-04-22 21:00:00,Bangalore,28.21,3.75,48.67,97.51,91.48,3.210000000000001,0
2023-04-22 22:00:00,Bangalore,27.38,4.7,52.71,91.21,91.49,2.379999999999999,0
2023-04-22 23:00:00,Bangalore,26.6,5.04,57.33,97.03,91.48,1.6000000000000014,0
2023-04-23 00:00:00,Bangalore,25.89,4.97,61.89,94.99,91.44,0.8900000000000006,0
2023-04-23 01:00:00,Bangalore,25.13,4.36,66.65,75.76,91.4,0.129999999999999,0
2023-04-23 02:00:00,Bangalore,24.47,3.86,71.0,53.64,91.36,0.0,0
2023-04-23 03:00:00,Bangalore,23.89,3.31,74.92,13.77,91.36,0.0,0
2023-04-23 04:00:00,Bangalore,23.39,2.63,78.45,11.3,91.4,0.0,0
2023-04-23 05:00:00,Bangalore,23.03,1.98,81.31,10.29,91.47,0.0,1
2023-04-23 06:00:00,Bangalore,24.29,2.91,75.9,9.15,91.54,0.0,0
2023-04-23 07:00:00,Bangalore,26.83,2.89,62.59,8.07,91.61,1.8299999999999983,0
2023-04-23 08:00:00,Bangalore,29.41,1.74,50.6,4.66,91.64,4.41,1
2023-04-23 09:00:00,Bangalore,31.37,0.93,42.95,2.09,91.62,6.370000000000001,1
2023-04-23 10:00:00,Bangalore,32.88,0.59,37.76,3.78,91.56,7.880000000000003,1
2023-04-23 11:00:00,Bangalore,33.92,0.45,34.28,25.18,91.48,8.920000000000002,1
2023-04-23 12:00:00,Bangalore,34.56,0.56,32.07,35.47,91.38,9.560000000000002,1
2023-04-23 13:00:00,Bangalore,34.51,0.77,31.39,41.56,91.29,9.509999999999998,1
2023-04-23 14:00:00,Bangalore,33.62,0.78,32.86,32.16,91.24,8.619999999999997,1
2023-04-23 15:00:00,Bangalore,32.65,0.86,34.98,39.51,91.23,7.649999999999999,1
2023-04-23 16:00:00,Bangalore,31.65,1.26,37.58,42.04,91.25,6.649999999999999,1
2023-04-23 17:00:00,Bangalore,30.5,1.79,41.21,46.11,91.31,5.5,1
2023-04-23 18:00:00,Bangalore,29.25,2.23,46.77,48.88,91.39,4.25,0
2023-04-23 19:00:00,Bangalore,28.17,3.08,51.51,39.37,91.48,3.1700000000000017,0
2023-04-23 20:00:00,Bangalore,27.11,3.8,56.65,33.63,91.55,2.1099999999999994,0
2023-04-23 21:00:00,Bangalore,26.06,4.52,61.85,37.52,91.6,1.0599999999999987,0
2023-04-23 22:00:00,Bangalore,25.08,5.15,66.71,44.99,91.63,0.0799999999999983,0
2023-04-23 23:00:00,Bangalore,24.37,5.56,70.2,68.68,91.62,0.0,0
2023-04-24 00:00:00,Bangalore,23.81,5.64,73.15,66.76,91.56,0.0,0
2023-04-24 01:00:00,Bangalore,23.32,5.58,76.25,71.44,91.51,0.0,0
2023-04-24 02:00:00,Bangalore,22.88,5.33,79.78,74.53,91.47,0.0,0
2023-04-24 03:00:00,Bangalore,22.55,4.99,83.08,41.19,91.47,0.0,0
2023-04-24 04:00:00,Bangalore,22.28,4.56,86.26,46.86,91.51,0.0,0
2023-04-24 05:00:00,Bangalore,22.12,4.04,88.88,45.13,91.56,0.0,0
2023-04-24 06:00:00,Bangalore,23.29,5.03,83.0,42.77,91.62,0.0,0
2023-04-24 07:00:00,Bangalore,25.96,6.06,65.77,40.98,91.69,0.9600000000000009,0
2023-04-24 08:00:00,Bangalore,28.9,5.6,51.0,40.15,91.74,3.8999999999999986,0
2023-04-24 09:00:00,Bangalore,31.44,4.76,40.53,20.12,91.73,6.440000000000001,0
2023-04-24 10:00:00,Bangalore,33.51,4.17,33.05,4.42,91.68,8.509999999999998,0
2023-04-24 11:00:00,Bangalore,35.01,3.9,28.65,15.25,91.6,10.009999999999998,0
2023-04-24 12:00:00,Bangalore,35.89,3.83,26.84,36.27,91.49,10.89,0
2023-04-24 13:00:00,Bangalore,35.39,3.92,27.76,57.38,91.39,10.39,0
2023-04-24 14:00:00,Bangalore,34.23,4.37,29.88,44.5,91.32,9.229999999999997,0
2023-04-24 15:00:00,Bangalore,33.6,4.96,30.8,44.45,91.3,8.600000000000001,0
2023-04-24 16:00:00,Bangalore,32.58,5.3,32.44,57.57,91.31,7.579999999999998,0
2023-04-24 17:00:00,Bangalore,31.11,5.25,35.31,75.03,91.37,6.109999999999999,0
2023-04-24 18:00:00,Bangalore,29.2,4.52,40.68,93.65,91.45,4.199999999999999,0
2023-04-24 19:00:00,Bangalore,27.98,4.45,44.25,95.42,91.53,2.9800000000000004,0
2023-04-24 20:00:00,Bangalore,26.75,3.69,48.5,98.38,91.61,1.75,0
2023-04-24 21:00:00,Bangalore,25.8,3.36,52.15,98.73,91.66,0.8000000000000007,0
2023-04-24 22:00:00,Bangalore,25.05,3.23,55.23,97.27,91.68,0.05000000000000071,0
2023-04-24 23:00:00,Bangalore,24.37,3.0,58.55,98.11,91.66,0.0,0
2023-04-25 00:00:00,Bangalore,23.76,2.7,62.09,97.92,91.62,0.0,0
2023-04-25 01:00:00,Bangalore,23.54,2.86,64.33,80.6,91.57,0.0,0
2023-04-25 02:00:00,Bangalore,23.15,2.68,67.28,83.3,91.56,0.0,0
2023-04-25 03:00:00,Bangalore,22.74,2.37,70.45,90.9,91.57,0.0,0
2023-04-25 04:00:00,Bangalore,22.3,1.91,73.89,92.63,91.6,0.0,1
2023-04-25 05:00:00,Bangalore,22.06,1.7,76.54,85.77,91.64,0.0,1
2023-04-25 06:00:00,Bangalore,22.69,2.62,76.12,78.8,91.69,0.0,0
2023-04-25 07:00:00,Bangalore,24.64,3.62,67.14,72.76,91.78,0.0,0
2023-04-25 08:00:00,Bangalore,28.0,4.48,47.88,66.51,91.84,3.0,0
2023-04-25 09:00:00,Bangalore,30.57,4.73,36.34,47.13,91.83,5.57,0
2023-04-25 10:00:00,Bangalore,32.24,4.67,31.61,26.82,91.78,7.240000000000002,0
2023-04-25 11:00:00,Bangalore,33.29,4.63,29.49,34.49,91.71,8.29,0
2023-04-25 12:00:00,Bangalore,33.88,4.55,28.64,36.16,91.6,8.880000000000003,0
2023-04-25 13:00:00,Bangalore,33.8,4.35,29.06,35.02,91.5,8.799999999999997,0
2023-04-25 14:00:00,Bangalore,33.38,4.12,30.13,58.82,91.43,8.380000000000003,0
2023-04-25 15:00:00,Bangalore,32.71,3.92,31.56,95.25,91.38,7.710000000000001,0
2023-04-25 16:00:00,Bangalore,31.82,3.92,33.55,95.59,91.38,6.82,0
2023-04-25 17:00:00,Bangalore,30.73,3.52,36.64,98.18,91.45,5.73,0
2023-04-25 18:00:00,Bangalore,28.93,2.56,43.66,99.72,91.54,3.9299999999999997,0
2023-04-25 19:00:00,Bangalore,28.25,2.94,46.25,99.26,91.63,3.25,0
2023-04-25 20:00:00,Bangalore,27.55,3.01,49.4,98.34,91.71,2.5500000000000007,0
2023-04-25 21:00:00,Bangalore,26.98,3.1,52.33,97.95,91.76,1.9800000000000004,0
2023-04-25 22:00:00,Bangalore,26.38,3.16,55.74,92.85,91.77,1.379999999999999,0
2023-04-25 23:00:00,Bangalore,25.79,3.09,59.56,95.47,91.72,0.7899999999999991,0
2023-04-26 00:00:00,Bangalore,25.21,2.93,63.5,96.72,91.66,0.21000000000000085,0
2023-04-26 01:00:00,Bangalore,24.69,2.83,67.41,93.74,91.59,0.0,0
2023-04-26 02:00:00,Bangalore,24.11,2.83,71.92,94.75,91.55,0.0,0
2023-04-26 03:00:00,Bangalore,23.61,2.93,76.15,71.34,91.55,0.0,0
2023-04-26 04:00:00,Bangalore,23.2,2.87,79.47,39.2,91.6,0.0,0
2023-04-26 05:00:00,Bangalore,22.88,2.57,82.13,39.0,91.67,0.0,0
2023-04-26 06:00:00,Bangalore,23.59,3.23,78.58,37.93,91.73,0.0,0
2023-04-26 07:00:00,Bangalore,25.35,3.28,68.04,40.52,91.79,0.3500000000000014,0
2023-04-26 08:00:00,Bangalore,27.59,3.27,56.11,40.43,91.81,2.59,0
2023-04-26 09:00:00,Bangalore,29.77,3.45,45.48,33.24,91.79,4.77,0
2023-04-26 10:00:00,Bangalore,31.7,3.65,37.23,86.56,91.72,6.699999999999999,0
2023-04-26 11:00:00,Bangalore,33.19,3.71,31.63,84.97,91.64,8.189999999999998,0
2023-04-26 12:00:00,Bangalore,34.06,3.7,28.47,94.35,91.54,9.060000000000002,0
2023-04-26 13:00:00,Bangalore,34.5,3.83,26.85,96.01,91.44,9.5,0
2023-04-26 14:00:00,Bangalore,34.22,3.83,26.68,94.93,91.37,9.219999999999999,0
2023-04-26 15:00:00,Bangalore,33.18,3.71,28.33,96.03,91.36,8.18,0
2023-04-26 16:00:00,Bangalore,31.86,3.85,31.08,97.71,91.39,6.859999999999999,0
2023-04-26 17:00:00,Bangalore,30.42,3.88,34.66,99.02,91.46,5.420000000000002,0
2023-04-26 18:00:00,Bangalore,28.63,2.88,40.57,99.21,91.53,3.629999999999999,0
2023-04-26 19:00:00,Bangalore,27.85,3.11,43.53,75.47,91.6,2.8500000000000014,0
2023-04-26 20:00:00,Bangalore,27.12,3.2,46.84,77.0,91.66,2.120000000000001,0
2023-04-26 21:00:00,Bangalore,26.42,3.06,50.38,76.76,91.7,1.4200000000000017,0
2023-04-26 22:00:00,Bangalore,25.57,2.61,54.63,49.63,91.71,0.5700000000000003,0
2023-04-26 23:00:00,Bangalore,24.88,2.63,58.42,16.08,91.67,0.0,0
2023-04-27 00:00:00,Bangalore,24.26,2.74,62.4,46.13,91.62,0.0,0
2023-04-27 01:00:00,Bangalore,23.55,2.44,66.98,55.14,91.57,0.0,0
2023-04-27 02:00:00,Bangalore,22.9,2.02,71.35,79.96,91.53,0.0,0
2023-04-27 03:00:00,Bangalore,22.34,1.76,75.22,67.49,91.55,0.0,1
2023-04-27 04:00:00,Bangalore,21.92,1.61,78.37,54.69,91.6,0.0,1
2023-04-27 05:00:00,Bangalore,21.71,1.43,80.33,64.44,91.66,0.0,1
2023-04-27 06:00:00,Bangalore,23.68,1.79,72.32,73.29,91.73,0.0,1
2023-04-27 07:00:00,Bangalore,26.27,1.66,60.36,84.18,91.79,1.2699999999999996,1
2023-04-27 08:00:00,Bangalore,28.92,1.94,49.54,93.66,91.83,3.9200000000000017,1
2023-04-27 09:00:00,Bangalore,31.12,2.78,41.53,95.26,91.81,6.120000000000001,0
2023-04-27 10:00:00,Bangalore,32.8,3.37,36.17,95.96,91.75,7.799999999999997,0
2023-04-27 11:00:00,Bangalore,34.03,3.74,32.7,95.21,91.68,9.030000000000001,0
2023-04-27 12:00:00,Bangalore,34.8,3.99,30.6,99.93,91.57,9.799999999999997,0
2023-04-27 13:00:00,Bangalore,35.15,4.17,29.36,80.18,91.47,10.149999999999999,0
2023-04-27 14:00:00,Bangalore,35.22,4.43,28.61,76.15,91.4,10.219999999999999,0
2023-04-27 15:00:00,Bangalore,34.45,4.61,29.16,71.52,91.36,9.450000000000003,0
2023-04-27 16:00:00,Bangalore,33.14,4.7,31.03,62.78,91.38,8.14,0
2023-04-27 17:00:00,Bangalore,31.75,4.62,33.56,57.43,91.45,6.75,0
2023-04-27 18:00:00,Bangalore,30.15,4.02,37.4,52.15,91.53,5.149999999999999,0
2023-04-27 19:00:00,Bangalore,29.28,4.71,39.86,73.02,91.62,4.280000000000001,0
2023-04-27 20:00:00,Bangalore,28.22,4.93,43.37,87.39,91.69,3.219999999999999,0
2023-04-27 21:00:00,Bangalore,27.1,4.55,47.71,86.21,91.76,2.1000000000000014,0
2023-04-27 22:00:00,Bangalore,26.16,4.65,52.5,68.49,91.79,1.1600000000000001,0
2023-04-27 23:00:00,Bangalore,25.27,4.69,58.17,39.49,91.77,0.2699999999999996,0
2023-04-28 00:00:00,Bangalore,24.45,4.54,64.13,44.78,91.72,0.0,0
2023-04-28 01:00:00,Bangalore,23.77,4.12,69.24,9.94,91.68,0.0,0
2023-04-28 02:00:00,Bangalore,23.2,3.53,73.53,22.26,91.66,0.0,0
2023-04-28 03:00:00,Bangalore,22.68,2.82,77.2,31.24,91.67,0.0,0
2023-04-28 04:00:00,Bangalore,22.15,2.19,80.95,47.35,91.71,0.0,0
2023-04-28 05:00:00,Bangalore,21.76,1.98,83.95,58.0,91.75,0.0,1
2023-04-28 06:00:00,Bangalore,23.24,3.53,77.08,66.91,91.81,0.0,0
2023-04-28 07:00:00,Bangalore,26.06,4.44,59.91,77.63,91.86,1.0599999999999987,0
2023-04-28 08:00:00,Bangalore,28.95,4.51,46.05,89.28,91.87,3.9499999999999993,0
2023-04-28 09:00:00,Bangalore,31.39,4.25,37.47,84.87,91.84,6.390000000000001,0
2023-04-28 10:00:00,Bangalore,33.47,4.12,31.19,75.6,91.79,8.469999999999999,0
2023-04-28 11:00:00,Bangalore,35.09,4.19,26.71,67.27,91.71,10.090000000000003,0
2023-04-28 12:00:00,Bangalore,36.16,4.38,23.7,50.96,91.61,11.159999999999997,0
2023-04-28 13:00:00,Bangalore,36.61,4.64,22.1,59.23,91.51,11.61,0
2023-04-28 14:00:00,Bangalore,36.51,4.99,21.25,65.55,91.43,11.509999999999998,0
2023-04-28 15:00:00,Bangalore,35.79,5.31,21.45,76.49,91.37,10.79,0
2023-04-28 16:00:00,Bangalore,34.45,5.59,22.81,72.34,91.37,9.450000000000003,0
2023-04-28 17:00:00,Bangalore,32.56,5.37,25.51,67.36,91.43,7.560000000000002,0
2023-04-28 18:00:00,Bangalore,30.32,4.41,30.25,64.38,91.53,5.32,0
2023-04-28 19:00:00,Bangalore,29.51,5.16,33.31,86.11,91.62,4.510000000000002,0
2023-04-28 20:00:00,Bangalore,28.73,5.35,37.41,95.18,91.68,3.7300000000000004,0
2023-04-28 21:00:00,Bangalore,27.89,4.94,42.33,96.8,91.72,2.8900000000000006,0
2023-04-28 22:00:00,Bangalore,27.09,4.88,47.76,88.35,91.72,2.09,0
2023-04-28 23:00:00,Bangalore,26.24,4.86,54.2,85.01,91.69,1.2399999999999984,0
2023-04-29 00:00:00,Bangalore,25.37,4.93,61.15,99.87,91.65,0.370000000000001,0
2023-04-29 01:00:00,Bangalore,24.76,4.47,65.65,87.53,91.6,0.0,0
2023-04-29 02:00:00,Bangalore,24.28,3.77,68.88,85.99,91.57,0.0,0
2023-04-29 03:00:00,Bangalore,23.61,2.65,72.66,75.42,91.58,0.0,0
2023-04-29 04:00:00,Bangalore,22.96,1.87,76.27,64.64,91.62,0.0,1
2023-04-29 05:00:00,Bangalore,22.38,1.58,79.47,72.01,91.67,0.0,1
2023-04-29 06:00:00,Bangalore,24.07,2.38,72.43,79.61,91.73,0.0,0
2023-04-29 07:00:00,Bangalore,26.66,2.38,58.82,87.83,91.79,1.6600000000000001,0
2023-04-29 08:00:00,Bangalore,29.43,2.01,45.51,95.39,91.81,4.43,0
2023-04-29 09:00:00,Bangalore,31.96,2.3,35.46,96.7,91.8,6.960000000000001,0
2023-04-29 10:00:00,Bangalore,34.11,3.01,28.29,98.78,91.75,9.11,0
2023-04-29 11:00:00,Bangalore,35.68,3.65,24.17,96.43,91.65,10.68,0
2023-04-29 12:00:00,Bangalore,36.25,4.23,22.93,99.01,91.52,11.25,0
2023-04-29 13:00:00,Bangalore,35.26,4.73,24.8,99.75,91.42,10.259999999999998,0
2023-04-29 14:00:00,Bangalore,33.98,5.0,28.13,99.17,91.37,8.979999999999997,0
2023-04-29 15:00:00,Bangalore,32.75,5.28,32.35,98.05,91.35,7.75,0
2023-04-29 16:00:00,Bangalore,31.07,5.5,39.02,97.85,91.38,6.07,0
2023-04-29 17:00:00,Bangalore,28.84,5.1,49.97,98.05,91.47,3.84,0
2023-04-29 18:00:00,Bangalore,26.77,4.5,63.4,98.2,91.57,1.7699999999999996,0
2023-04-29 19:00:00,Bangalore,25.51,4.08,73.01,99.78,91.67,0.5100000000000016,0
2023-04-29 20:00:00,Bangalore,24.61,3.67,79.74,99.56,91.72,0.0,0
2023-04-29 21:00:00,Bangalore,23.98,3.48,84.09,99.13,91.75,0.0,0
2023-04-29 22:00:00,Bangalore,23.56,3.45,86.87,99.27,91.72,0.0,0
2023-04-29 23:00:00,Bangalore,23.28,3.5,87.89,100.0,91.67,0.0,0
2023-04-30 00:00:00,Bangalore,23.07,3.52,88.13,100.0,91.6,0.0,0
2023-04-30 01:00:00,Bangalore,22.82,3.15,89.31,99.94,91.54,0.0,0
2023-04-30 02:00:00,Bangalore,22.65,2.71,89.99,100.0,91.5,0.0,0
2023-04-30 03:00:00,Bangalore,22.51,2.19,90.59,99.76,91.49,0.0,0
2023-04-30 04:00:00,Bangalore,22.38,1.65,91.5,99.61,91.52,0.0,1
2023-04-30 05:00:00,Bangalore,22.26,1.39,92.22,97.97,91.57,0.0,1
2023-04-30 06:00:00,Bangalore,22.75,1.97,87.75,93.4,91.63,0.0,1
2023-04-30 07:00:00,Bangalore,24.23,2.72,77.41,92.69,91.7,0.0,0
2023-04-30 08:00:00,Bangalore,26.33,3.28,62.91,91.92,91.75,1.3299999999999983,0
2023-04-30 09:00:00,Bangalore,28.27,3.7,52.07,91.58,91.75,3.2699999999999996,0
2023-04-30 10:00:00,Bangalore,29.86,3.83,45.92,90.07,91.69,4.859999999999999,0
2023-04-30 11:00:00,Bangalore,31.15,3.81,42.0,69.66,91.58,6.149999999999999,0
2023-04-30 12:00:00,Bangalore,31.85,3.8,39.88,83.71,91.46,6.850000000000001,0
